datetime,Android_Average_rating,ios_all_rating,ios_current_rating,ios_File_size,Android_File_size,Android_Rating_4,Android_Rating_5,Android_Rating_2,Android_Rating_3,Android_Total_rating,Android_Rating_1
1.47E+12,3.9,106508,4688,110,58,"165,956","726,597","71,521","117,754","1,281,802","199,974"
1.47E+12,3.9,107460,5668,110,58,"165,956","726,597","71,521","117,754","1,281,802","199,974"
1.47E+12,3.9,106508,5668,110,58,"165,956","726,597","71,521","117,754","1,281,802","199,974"
1.47E+12,3.9,107460,5668,110,58,"165,956","726,597","71,521","117,754","1,281,802","199,974"
1.47E+12,3.9,107460,5668,110,58,"165,956","726,597","71,521","117,754","1,281,802","199,974"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"167,748","732,956","71,943","118,795","1,292,537","201,095"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,5668,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107460,6203,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,6203,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,6203,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,6203,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,6203,110,58,"169,779","740,436","72,566","119,998","1,305,525","202,746"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,107972,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6203,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6842,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6842,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6842,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6842,110,58,"171,872","748,562","73,093","121,282","1,319,394","204,585"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108570,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,6842,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,7231,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,7231,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,7231,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,7231,110,58,"174,065","757,714","73,640","122,554","1,334,278","206,305"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7231,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7759,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,108886,7759,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,109369,7759,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,109369,7759,110,58,"175,799","764,122","73,972","123,459","1,344,609","207,257"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109369,7759,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"177,363","771,895","74,479","124,537","1,357,265","208,991"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109991,8196,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109777,8435,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109991,8435,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109991,8435,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109991,8435,110,58,"179,345","779,256","75,228","125,886","1,370,721","211,006"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,109991,8435,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"181,820","788,267","76,578","127,976","1,389,049","214,408"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110258,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,8713,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"183,761","796,129","77,211","129,301","1,402,647","216,245"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,110625,9116,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"185,404","803,463","77,670","130,405","1,414,942","218,000"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
1.47E+12,3.9,111140,9686,110,58,"186,871","809,289","78,175","131,403","1,424,989","219,251"
